question_id,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,r1,r2,s,ground_truth
cf292e36-0662-4f9b-a85e-9a6ac51fabd0,0.868582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04927174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056506794,0.0,0.0,0.0,0.59549844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.6931471805599453,1.569859,4
33012157-d297-4229-a0f3-3ef63e1fe2f2,0.7166506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6476996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0.6931471805599453,1.3643502,0
33012157-d297-4229-a0f3-3ef63e1fe2f2,0.6585558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032886475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035831656,0.0,0.0,0.0,0.60494584,0.0,0.0,0.0,0.0063102236,0.0,0.0,0.0,0.5,1,0.4054651081081644,1.33853,0
33012157-d297-4229-a0f3-3ef63e1fe2f2,0.53810775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03227561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037382934,0.0,0.0,0.0,0.32707673,0.0,0.0,0.0,0.0063102236,0.0,0.0,0.0,0.5,2,0.2876820724517809,0.9411532,4
33012157-d297-4229-a0f3-3ef63e1fe2f2,0.21966228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22572821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3,0.22314355131420976,0.4453905,0
33012157-d297-4229-a0f3-3ef63e1fe2f2,0.105706975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.085038394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,4,0.18232155679395462,0.19074537,0
48e43783-aca6-4f18-8380-ce28a8e84c0c,0.868582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04927174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056506794,0.0,0.0,0.0,0.59549844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0,0.6931471805599453,1.569859,0
48e43783-aca6-4f18-8380-ce28a8e84c0c,0.6207646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58111495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,1,0.4054651081081644,1.2018795,0
7aa1359e-8cd6-48f7-9962-32d7febb5107,0.868582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04927174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056506794,0.0,0.0,0.0,0.59549844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.6931471805599453,1.569859,4
7aa1359e-8cd6-48f7-9962-32d7febb5107,0.08220065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024278784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0651372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1,0.4054651081081644,0.17161663,0
7aa1359e-8cd6-48f7-9962-32d7febb5107,0.07936158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008428758,0.0,0.0,0.0,0.06412772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2,0.2876820724517809,0.15191805,0
7aa1359e-8cd6-48f7-9962-32d7febb5107,0.07936158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00936917,0.0,0.0,0.0,0.06040047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3,0.22314355131420976,0.14913122,0
7aa1359e-8cd6-48f7-9962-32d7febb5107,0.04724057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06040047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,4,0.18232155679395462,0.10764104,0
7aa1359e-8cd6-48f7-9962-32d7febb5107,0.04724057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00936917,0.0,0.0,0.0,0.027560573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,5,0.1541506798272583,0.08417031,0
7aa1359e-8cd6-48f7-9962-32d7febb5107,0.036014948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068710586,0.0,0.0,0.0,0.01768228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6,0.13353139262452263,0.060568288,0
7aa1359e-8cd6-48f7-9962-32d7febb5107,0.013674397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024278784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008428758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,7,0.11778303565638346,0.04638194,0
7aa1359e-8cd6-48f7-9962-32d7febb5107,0.026567554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008428758,0.0,0.0,0.0,0.0064566582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,8,0.1053605156578263,0.04145297,0
7aa1359e-8cd6-48f7-9962-32d7febb5107,0.01405335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023833325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,9,0.09531017980432487,0.037886675,0
f248d573-da5a-4d6a-8ced-0956402ed835,0.7166506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6476996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0,0.6931471805599453,1.3643502,0
f248d573-da5a-4d6a-8ced-0956402ed835,0.21966228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068710586,0.0,0.0,0.0,0.22572821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666667,1,0.4054651081081644,0.45226154,0
f248d573-da5a-4d6a-8ced-0956402ed835,0.105706975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.085038394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,2,0.2876820724517809,0.19074537,0
f248d573-da5a-4d6a-8ced-0956402ed835,0.08220065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024278784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0651372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,3,0.22314355131420976,0.17161663,0
f248d573-da5a-4d6a-8ced-0956402ed835,0.07936158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008428758,0.0,0.0,0.0,0.06412772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,4,0.18232155679395462,0.15191805,0
f248d573-da5a-4d6a-8ced-0956402ed835,0.07936158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00936917,0.0,0.0,0.0,0.06040047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,5,0.1541506798272583,0.14913122,0
f248d573-da5a-4d6a-8ced-0956402ed835,0.04724057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06040047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,6,0.13353139262452263,0.10764104,0
f248d573-da5a-4d6a-8ced-0956402ed835,0.04724057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00936917,0.0,0.0,0.0,0.027560573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,7,0.11778303565638346,0.08417031,0
f248d573-da5a-4d6a-8ced-0956402ed835,0.036014948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068710586,0.0,0.0,0.0,0.01768228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,8,0.1053605156578263,0.060568288,0
f248d573-da5a-4d6a-8ced-0956402ed835,0.013674397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024278784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008428758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,9,0.09531017980432487,0.04638194,4
71430f5a-410e-4eb9-bcc9-95dcea738b24,0.36726546,0.21843207,0.0,0.2349208,0.0,0.0,0.0,0.0,0.018310012,0.0065808827,0.0,0.0065808827,0.0,0.0,0.0,0.0,0.028917946,0.011922961,0.0,0.011922961,0.24126515,0.11461589,0.0,0.11461589,0.0,0.0,0.0,0.0,0.6666667,0,0.6931471805599453,0.65575856,0
71430f5a-410e-4eb9-bcc9-95dcea738b24,0.36726546,0.200692,0.0,0.21732786,0.0,0.0,0.0,0.0,0.016429186,0.0047000577,0.0,0.0047000577,0.0,0.0,0.0,0.0,0.02703712,0.010042136,0.0,0.010042136,0.24126515,0.11461589,0.0,0.11461589,0.0,0.0,0.0,0.0,0.6666667,1,0.4054651081081644,0.6519969,0
71430f5a-410e-4eb9-bcc9-95dcea738b24,0.36726546,0.17378229,0.0,0.21105964,0.0,0.0,0.0,0.0,0.016429186,0.0047000577,0.0,0.0047000577,0.0,0.0,0.0,0.0,0.028917946,0.011922961,0.0,0.011922961,0.23381066,0.1071614,0.0,0.1071614,0.0,0.0,0.0,0.0,0.6666667,2,0.2876820724517809,0.6464233,0
71430f5a-410e-4eb9-bcc9-95dcea738b24,0.36726546,0.200692,0.0,0.21732786,0.0,0.0,0.0,0.0,0.018310012,0.0065808827,0.0,0.0065808827,0.0,0.0,0.0,0.0,0.02703712,0.010042136,0.0,0.010042136,0.23381066,0.1071614,0.0,0.1071614,0.0,0.0,0.0,0.0,0.6666667,3,0.22314355131420976,0.6464233,0
71430f5a-410e-4eb9-bcc9-95dcea738b24,0.36726546,0.200692,0.0,0.200692,0.0,0.0,0.0,0.0,0.016429186,0.0047000577,0.0,0.0047000577,0.0,0.0,0.0,0.0,0.028917946,0.011922961,0.0,0.011922961,0.23381066,0.1071614,0.0,0.1071614,0.0,0.0,0.0,0.0,0.6666667,4,0.18232155679395462,0.6464233,0
71430f5a-410e-4eb9-bcc9-95dcea738b24,0.36726546,0.200692,0.0,0.21732786,0.0,0.0,0.0,0.0,0.016429186,0.0047000577,0.0,0.0047000577,0.0,0.0,0.0,0.0,0.028917946,0.011922961,0.0,0.011922961,0.23381066,0.1071614,0.0,0.1071614,0.0,0.0,0.0,0.0,0.6666667,5,0.1541506798272583,0.6464233,4
71430f5a-410e-4eb9-bcc9-95dcea738b24,0.11149823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22572821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,6,0.13353139262452263,0.33722645,0
71430f5a-410e-4eb9-bcc9-95dcea738b24,0.0824213,0.011039965,0.0,0.011039965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22150856,0.09485931,0.0,0.09485931,0.0,0.0,0.0,0.0,0.6666667,7,0.11778303565638346,0.30392987,0
71430f5a-410e-4eb9-bcc9-95dcea738b24,0.0824213,0.011039965,0.0,0.011039965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22150856,0.09485931,0.0,0.09485931,0.0,0.0,0.0,0.0,0.6666667,8,0.1053605156578263,0.30392987,3
71430f5a-410e-4eb9-bcc9-95dcea738b24,0.0824213,0.011039965,0.0,0.011039965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22150856,0.09485931,0.0,0.09485931,0.0,0.0,0.0,0.0,0.6666667,9,0.09531017980432487,0.30392987,0
c2aa793e-d7c9-440d-924e-e7a95fbead50,0.7973682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7662998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0,0.6931471805599453,1.563668,4
c2aa793e-d7c9-440d-924e-e7a95fbead50,0.7465807,0.30127347,0.23381543,0.30127347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7432603,0.31744486,0.23649707,0.31744486,0.0,0.0,0.0,0.0,0.75,1,0.4054651081081644,1.489841,0
c2aa793e-d7c9-440d-924e-e7a95fbead50,0.8100651,0.50963825,0.111763254,0.50963825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16486657,0.104523696,0.032670096,0.104523696,0.34858078,0.15261456,0.00229443,0.15261456,0.0,0.0,0.0,0.0,0.75,2,0.2876820724517809,1.3235124,0
c2aa793e-d7c9-440d-924e-e7a95fbead50,0.6401942,0.0,0.10609901,0.0,0.0,0.0,0.0,0.0,0.02116981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018707175,0.0,0.0,0.0,0.557369,0.0,0.12247214,0.0,0.0,0.0,0.0,0.0,0.75,3,0.22314355131420976,1.2374401,0
