question_id,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,r1,r2,s,ground_truth
1bbdfdfc-5375-4d98-a5a8-a27e48d9c818,0.09792474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09528523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.6931471805599453,0.19320998,0
1bbdfdfc-5375-4d98-a5a8-a27e48d9c818,0.077251725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015865501,0.0,0.0,0.0,0.02794875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.4054651081081644,0.121065974,4
1bbdfdfc-5375-4d98-a5a8-a27e48d9c818,0.04672215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045325417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.2876820724517809,0.09204757,3
1bbdfdfc-5375-4d98-a5a8-a27e48d9c818,0.04057111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03917437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0.22314355131420976,0.07974548,0
1bbdfdfc-5375-4d98-a5a8-a27e48d9c818,0.04057111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03917437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0.18232155679395462,0.07974548,0
1bbdfdfc-5375-4d98-a5a8-a27e48d9c818,0.04057111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03917437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,0.1541506798272583,0.07974548,3
1bbdfdfc-5375-4d98-a5a8-a27e48d9c818,0.04057111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03917437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,0.13353139262452263,0.07974548,3
1bbdfdfc-5375-4d98-a5a8-a27e48d9c818,0.029345484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03917437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7,0.11778303565638346,0.06851985,2
1bbdfdfc-5375-4d98-a5a8-a27e48d9c818,0.029345484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03917437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8,0.1053605156578263,0.06851985,0
1bbdfdfc-5375-4d98-a5a8-a27e48d9c818,0.029345484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03917437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,0.09531017980432487,0.06851985,0
